,Título,Zona,Precio,M2,Habitaciones,Baños,Terraza,Amueblado,Parking,Link,Latitud,Longitud,idZona,TerrazaBin
581,Alquiler apartamento piso alto exterior a cuatro vientos en Pedralbes con piscina en Barcelona,Pedralbes,3600.0,248.0,4,4,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-apartamento-piso_alto_exterior_a_cuatro_vientos_en_pedralbes_con_piscina_pedralbes-barcelona-i8166003775314.htm?pag=699&f=&geo=p&from=list&lo=55,41.3938,2.11273,21,0
582,Alquiler piso  en calle numancia. en Sants Barcelona,Sants,875.0,59.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_calle_numancia_sants-barcelona-i5020003990635.htm?pag=699&f=&geo=p&from=list&lo=55,41.3812614,2.1414222,18,0
584,Alquiler piso precioso piso en diagonal mar en Diagonal Mar - La Mar Bella Barcelona,Diagonal Mar - La Mar Bella,1400.0,90.0,3,2,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-precioso_en_diagonal_mar_diagonal_mar_la_mar_bella-barcelona-i8166003781187.htm?pag=697&f=&geo=p&from=list&lo=55,41.402276,2.209918,69,0
585,Alquiler piso  reformado en el centro en Raval Barcelona,Raval,650.0,40.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-reformado_en_el_centro_raval-barcelona-i2531004080214.htm?pag=697&f=&geo=p&from=list&lo=55,41.3824360284,2.1659963366,01,0
586,Alquiler apartamento amplio piso en sant gervasi-galvany en Barcelona,Sant Gervasi - Galvany,1300.0,117.0,3,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-amplio_piso_en_sant_gervasi_galvany_sant_gervasi_galvany-barcelona-i8166003780891.htm?pag=699&f=&geo=p&from=list&lo=55,41.39662,2.15287,26,0
587,Alquiler piso  en eixample en Esquerra Alta de l´Eixample Barcelona,Esquerra Alta de l´Eixample,850.0,67.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_eixample_esquerra_alta_de_l_eixample-barcelona-i4454002885570.htm?pag=697&f=&geo=p&from=list&lo=55,41.38523,2.14871,08,0
588,Alquiler estudio en Gòtic Barcelona,Gòtic,740.0,60.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-estudio-gotic-barcelona-i29487000002275.htm?pag=698&f=&geo=p&from=list&lo=55,41.3809523,2.1746329,02,0
589,Alquiler piso en Camp d´en Grassot - Gràcia N. Barcelona,Camp d´en Grassot - Gràcia N.,750.0,72.0,2,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-camp_d_en_grassot_gracia_n-barcelona-i3568004084379.htm?pag=701&f=&geo=p&from=list&lo=55,41.403879,2.1712061,32,0
590,Alquiler piso reformado y terraza comunitaria en Poble Sec Barcelona,Poble Sec,950.0,80.0,3,2,Balcón / Terraza 5 m,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-reformado_y_terraza_comunitaria_poble_sec-barcelona-i5484004080938.htm?pag=697&f=&geo=p&from=list&lo=55,41.3706872407,2.1644974297,11,1
591,Alquiler piso alquiler sarriá/sant gervasi en Sant Gervasi - Galvany Barcelona,Sant Gervasi - Galvany,1080.0,105.0,4,2,Balcón / Terraza 4 m,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-sarriasant_gervasi_sant_gervasi_galvany-barcelona-i1903004028033.htm?pag=698&f=&geo=p&from=list&lo=55,41.4042184686,2.146606753,26,1
592,Alquiler piso en Sant Andreu Barcelona,Sant Andreu,1250.0,166.0,4,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-sant_andreu-barcelona-i13909004083903.htm?pag=698&f=&geo=p&from=list&lo=55,41.4410587452,2.1847278855,60,0
593,Alquiler piso  con 2 habitaciones amueblado con calefacción y aire acondicionado en Barcelona,Sant Gervasi - Galvany,1050.0,63.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_amueblado_con_calefaccion_y_aire_acondic_sant_gervasi_galvany-barcelona-i29243000000013.htm?pag=699&f=&geo=p&from=list&lo=55,41.39553,2.14516,26,0
595,Alquiler estudio en Gòtic Barcelona,Gòtic,740.0,60.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-estudio-gotic-barcelona-i29487000002271.htm?pag=698&f=&geo=p&from=list&lo=55,41.3809523,2.1746329,02,0
596,Alquiler piso para entrar a vivir en Raval Barcelona,Raval,600.0,40.0,1,1,Balcón / Terraza 4 m,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-para_entrar_a_vivir_raval-barcelona-i28632003844715.htm?pag=698&f=&geo=p&from=list&lo=55,41.3816640958,2.1684217517,01,1
597,Alquiler estudio próximo a la plaza real en Gòtic Barcelona,Gòtic,700.0,45.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-estudio-proximo_a_la_plaza_real_gotic-barcelona-i14392003175168.htm?pag=698&f=&geo=p&from=list&lo=55,41.380704234899994,2.1757366466,02,0
598,Alquiler apartamento en El Coll Barcelona,El Coll,600.0,38.0,1,1,Balcón / Terraza 4 m,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-el_coll-barcelona-i19820004082607.htm?pag=698&f=&geo=p&from=list&lo=55,41.4176341238,2.1483093712,29,1
599,Alquiler piso precioso duplex en Sants en Sants Barcelona,Sants,1100.0,70.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-precioso_duplex_en_sants_sants-barcelona-i8166003780946.htm?pag=698&f=&geo=p&from=list&lo=55,41.374252,2.133879,18,0
600,Alquiler piso  en plaza sant josep oriol en Gòtic Barcelona,Gòtic,625.0,35.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_plaza_sant_josep_oriol_gotic-barcelona-i26641004033741.htm?pag=698&f=&geo=p&from=list&lo=55,0.0,0.0,02,0
601,Alquiler piso  de 4 dormitorios muy luminoso. en Barcelona,Vilapicina - Torre Llobeta,800.0,67.0,4,1,nan,,,https://www.habitaclia.com/alquiler-piso-de_4_dormitorios_muy_luminoso_vilapicina_torre_llobeta-barcelona-i5020003990309.htm?pag=697&f=&geo=p&from=list&lo=55,41.4285780333,2.1834897994999998,44,0
602,"Alquiler piso en carrer alt de gironella piso 4 habitaciones, en buena zona en Barcelona",Tres Torres,1100.0,80.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-4_habitaciones_en_buena_zona_calle_alt_de_gironella_3_tres_torres-barcelona-i500003908032.htm?pag=698&f=&geo=p&from=list&lo=55,41.3945348,2.1295749,24,0
604,Alquiler piso  céntrico reformado donde aceptan animales en Barcelona,Roquetes,650.0,65.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-centrico_reformado_donde_aceptan_animales_roquetes-barcelona-i14245000000032.htm?pag=702&f=&geo=p&from=list&lo=55,41.4442,2.17265,50,0
605,Alquiler piso exquisito apartamento con terraza a pocos metros del passeig de gracia en Barcelona,Vila de Gràcia,1800.0,70.0,1,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-exquisito_apartamento_con_terraza_a_pocos_metros_del_passeig_de_vila_de_gracia-barcelona-i33096000000011.htm?pag=698&f=&geo=p&from=list&lo=55,41.39779,2.15904,31,0
606,Alquiler apartamento  2 habitaciones en Barcelona,Gòtic,1293.0,55.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-2_habitaciones_gotic-barcelona-i30466000003676.htm?pag=695&f=&geo=p&from=list&lo=55,41.3797466,2.1771484,02,0
607,Alquiler piso  en alquiler de 46 m2 en Raval Barcelona,Raval,650.0,46.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_en_de_46_m2_raval-barcelona-i29091000000354.htm?pag=699&f=&geo=p&from=list&lo=55,41.380913,2.164912,01,0
608,Alquiler apartamento rústico apartamento en Gòtic Barcelona,Gòtic,1293.0,55.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-rustico_gotic-barcelona-i30466000003713.htm?pag=695&f=&geo=p&from=list&lo=55,41.3797466,2.1771484,02,0
609,Alquiler apartamento amplio apartamento en el gótico en Barcelona,Gòtic,1287.0,55.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-amplio_en_el_gotico_gotic-barcelona-i30466000003648.htm?pag=695&f=&geo=p&from=list&lo=55,41.3797466,2.1771484,02,0
610,Alquiler piso loft reformado y amueblado en sagrada familia en Barcelona,Camp de l´Arpa,750.0,35.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-loft_reformado_y_amueblado_en_sagrada_familia_camp_de_l_arpa-barcelona-i4737003791288.htm?pag=695&f=&geo=p&from=list&lo=55,41.4119,2.1831,64,0
612,Alquiler apartamento  de 2 habitaciones en Barcelona,Gòtic,1293.0,55.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-de_2_habitaciones_gotic-barcelona-i30466000003599.htm?pag=695&f=&geo=p&from=list&lo=55,41.3797466,2.1771484,02,0
613,Alquiler piso ref. 13191-ob en Sant Gervasi - Galvany Barcelona,Sant Gervasi - Galvany,850.0,72.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-ref_13191_ob_sant_gervasi_galvany-barcelona-i12677002773226.htm?pag=695&f=&geo=p&from=list&lo=55,41.3995337,2.1454693,26,0
614,Alquiler apartamento renovado apartamento en Gòtic Barcelona,Gòtic,1293.0,55.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-renovado_gotic-barcelona-i30466000003673.htm?pag=695&f=&geo=p&from=list&lo=55,41.3797466,2.1771484,02,0
616,Alquiler piso muntanya 117 (ruiz de padron) en Camp de l´Arpa Barcelona,Camp de l´Arpa,680.0,68.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-muntanya_117_ruiz_de_padron_camp_de_l_arpa-barcelona-i36054000000048.htm?pag=694&f=&geo=p&from=list&lo=55,41.412759,2.182754,64,0
617,Alquiler apartamento increíble apartamento de 1 dormitorio en el corazón de Poble Sec en Barcelona,Poble Sec,1114.0,40.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-increible_de_1_dormitorio_en_el_corazon_de_poble_sec_poble_sec-barcelona-i30466000001454.htm?pag=694&f=&geo=p&from=list&lo=55,41.372027,2.1656126,11,0
618,Alquiler piso segundo amueblado en Barceloneta Barcelona,Barceloneta,780.0,35.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-segundo_amueblado_barceloneta-barcelona-i5889003763700.htm?pag=695&f=&geo=p&from=list&lo=55,41.37921,2.19101,03,0
619,"Alquiler apartamento precioso apartamento en el las ramblas, en Barcelona",Raval,1461.0,47.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-precioso_en_el_las_ramblas_raval-barcelona-i30466000004083.htm?pag=695&f=&geo=p&from=list&lo=55,41.384594,2.1703208,01,0
621,Alquiler piso espectacular piso en el paseo del borne. en Barcelona,St. Pere - Sta. Caterina - El Born,885.0,55.0,2,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-espectacular_en_el_paseo_del_borne_st_pere_sta_caterina_el_born-barcelona-i9861003834210.htm?pag=693&f=&geo=p&from=list&lo=55,41.38456473,2.18310377,04,0
622,Alquiler piso en Navas Barcelona,Navas,1050.0,85.0,3,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-navas-barcelona-i27861003930296.htm?pag=693&f=&geo=p&from=list&lo=55,41.4148384,2.1899636,63,0
623,Alquiler piso exclusivo piso cerca de plalza cataluña en Barcelona,Dreta de l´Eixample,1800.0,102.0,3,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-exclusivo_cerca_de_plalza_cataluna_dreta_de_l_eixample-barcelona-i8166003775607.htm?pag=696&f=&geo=p&from=list&lo=55,41.38882,2.171486,07,0
625,Alquiler piso alquiler en el barrio gótico totalmente amueblado en Barcelona,Gòtic,870.0,59.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-en_el_barrio_gotico_de_totalmente_amueblado_gotic-barcelona-i33185000000009.htm?pag=694&f=&geo=p&from=list&lo=55,41.3826053073,2.1728242464,02,0
626,Alquiler piso  reformado en alquiler en paseo de gracia en Barcelona,Dreta de l´Eixample,1326.0,53.0,1,2,nan,,,https://www.habitaclia.com/alquiler-piso-reformado_en_en_paseo_de_gracia_dreta_de_l_eixample-barcelona-i10944000005457.htm?pag=696&f=&geo=p&from=list&lo=55,41.3920829558,2.1646821499,07,0
627,Alquiler piso espacioso piso al lado de paseo de gracia en Barcelona,Dreta de l´Eixample,1350.0,115.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-espacioso_al_lado_de_paseo_de_gracia_dreta_de_l_eixample-barcelona-i8166003779376.htm?pag=691&f=&geo=p&from=list&lo=55,41.396182,2.162742,07,0
628,Alquiler piso en carrer de villarroel 253 piso con ascensor en Barcelona,Esquerra Alta de l´Eixample,900.0,60.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_ascensor_calle_de_villarroel_253_esquerra_alta_de_l_eixample-barcelona-i29990000000028.htm?pag=694&f=&geo=p&from=list&lo=55,41.39194,2.14767,08,0
629,Alquiler piso  luminoso de 3 hab. en Hostafrancs Barcelona,Hostafrancs,800.0,62.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-luminoso_de_3_hab_hostafrancs-barcelona-i3868004084223.htm?pag=691&f=&geo=p&from=list&lo=55,41.3774138,2.1404825,15,0
630,Alquiler piso en carrer gran de La Sagrera La Sagrera / carrer gran de La Sagrera en Barcelona,La Sagrera,1100.0,75.0,2,2,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-la_sagrera_carrer_gran_de_la_sagrera_calle_gran_de_la_sagrera_20_la_sagrera-barcelona-i500003920153.htm?pag=691&f=&geo=p&from=list&lo=55,41.41973,2.1914,61,0
631,Alquiler apartamento cómodo apartamento de 40 m² cerca del parque de la ciutadella en Barcelona,St. Pere - Sta. Caterina - El Born,1580.0,40.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-comodo_de_40_m2_cerca_del_parque_de_la_ciutadella_st_pere_sta_caterina_el_born-barcelona-i30466000004419.htm?pag=691&f=&geo=p&from=list&lo=55,41.3867707,2.1809363,04,0
632,Alquiler piso vivienda en alquiler semi-amueblada en el ensanche izquierdo en Barcelona,Esquerra Alta de l´Eixample,800.0,42.0,1,2,nan,,,https://www.habitaclia.com/alquiler-piso-vivienda_en_semi_amueblada_en_el_ensanche_izquierdo_esquerra_alta_de_l_eixample-barcelona-i10944000006708.htm?pag=696&f=&geo=p&from=list&lo=55,41.3868782488,2.1504650877,08,0
633,Alquiler piso fantástico piso en alquiler de 170m2 completamente reformado de 4 habitaciones y balcón grande con mucha luz en roger de llúria en Barcelona,Dreta de l´Eixample,1950.0,170.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-fantastico_en_de_170m2_completamente_reformado_de_dreta_de_l_eixample-barcelona-i5903001748136.htm?pag=693&f=&geo=p&from=list&lo=55,41.3927282,2.1676973,07,0
634,Alquiler piso muy luminoso y soleado en Barceloneta Barcelona,Barceloneta,950.0,66.0,2,1,Balcón / Terraza 2 m,Amueblado ,,https://www.habitaclia.com/alquiler-piso-muy_luminoso_y_soleado_barceloneta-barcelona-i26933003868620.htm?pag=691&f=&geo=p&from=list&lo=55,41.38190582,2.18728094,03,1
635,Alquiler apartamento moderno apartamento en barrio gótico en Barcelona,Gòtic,1293.0,55.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-moderno_en_barrio_gotico_gotic-barcelona-i30466000003674.htm?pag=695&f=&geo=p&from=list&lo=55,41.3797466,2.1771484,02,0
636,"Alquiler piso en Poblenou pere iv muy bien situado, muy luminoso, estado nuevo en Barcelona",Poblenou,1100.0,73.0,2,2,Balcón / Terraza 8 m,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-muy_bien_situado_muy_luminoso_estado_nuevo_poblenou_pere_iv_203_poblenou-barcelona-i500003828487.htm?pag=691&f=&geo=p&from=list&lo=55,41.4050869,2.1994458,68,1
637,Alquiler apartamento piso muy tranquilo y soleado en Barcelona,Sant Andreu,720.0,60.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-piso_muy_tranquilo_y_soleado_sant_andreu-barcelona-i4027004024494.htm?pag=690&f=&geo=p&from=list&lo=55,41.4404444213,2.1886965952,60,0
638,Alquiler piso  de 2 habitaciones dobles con muebles. en Barcelona,Sant Gervasi - Galvany,800.0,70.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-de_2_habitaciones_dobles_con_muebles_sant_gervasi_galvany-barcelona-i3974003524007.htm?pag=690&f=&geo=p&from=list&lo=55,41.39702,2.15282,26,0
639,Alquiler piso luminoso piso en alquiler en l'antiga esquerra de l'eixample - muy próximo a plaza universidad en Barcelona,Esquerra Baixa de l´Eixample,1290.0,88.0,3,2,Balcón / Terraza 5 m,Amueblado ,,https://www.habitaclia.com/alquiler-piso-luminoso_en_en_l_antiga_esquerra_de_l_eixample_m_esquerra_baixa_de_l_eixample-barcelona-i36140000000209.htm?pag=689&f=&geo=p&from=list&lo=55,41.3840135,2.1602835,09,1
640,Alquiler piso amplio y diafano en xaflán eixample esquerra. en Barcelona,Esquerra Baixa de l´Eixample,1400.0,120.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-amplio_y_diafano_en_xaflan_eixample_esquerra_esquerra_baixa_de_l_eixample-barcelona-i8166003780188.htm?pag=690&f=&geo=p&from=list&lo=55,41.38856,2.16087,09,0
641,"Alquiler apartamento piso muy tranquilo, ubicado en una zona excelente en Barcelona",Sant Antoni,1760.0,65.0,3,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-piso_muy_tranquilo_ubicado_en_una_zona_excelente_sant_antoni-barcelona-i30466000004983.htm?pag=691&f=&geo=p&from=list&lo=55,41.3817878,2.161642,10,0
642,Alquiler piso preciosa propiedad en turó parc en Sant Gervasi - Galvany Barcelona,Sant Gervasi - Galvany,3000.0,170.0,4,4,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-preciosa_propiedad_en_turo_parc_sant_gervasi_galvany-barcelona-i8166003779316.htm?pag=690&f=&geo=p&from=list&lo=55,41.392192,2.138641,26,0
643,Alquiler piso estupendo piso con vistas al arc de triomf en Barcelona,St. Pere - Sta. Caterina - El Born,1400.0,98.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-estupendo_con_vistas_al_arc_de_triomf_st_pere_sta_caterina_el_born-barcelona-i8166003781092.htm?pag=698&f=&geo=p&from=list&lo=55,41.390711,2.18016,04,0
644,Alquiler piso precioso duplex en Sant Antoni en Sant Antoni Barcelona,Sant Antoni,1185.0,75.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-precioso_duplex_en_sant_antoni_sant_antoni-barcelona-i8166003781041.htm?pag=690&f=&geo=p&from=list&lo=55,41.377619,2.156997,10,0
646,Alquiler piso maravilloso piso temporal con terraza en born en Barcelona,St. Pere - Sta. Caterina - El Born,1100.0,80.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-maravilloso_temporal_con_terraza_en_born_st_pere_sta_caterina_el_born-barcelona-i8166003780776.htm?pag=688&f=&geo=p&from=list&lo=55,41.387698,2.177248,04,0
647,Alquiler piso junto a plaza joanic en Camp d´en Grassot - Gràcia N. Barcelona,Camp d´en Grassot - Gràcia N.,975.0,80.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-junto_a_plaza_joanic_camp_d_en_grassot_gracia_n-barcelona-i12105004049364.htm?pag=688&f=&geo=p&from=list&lo=55,41.4031002374,2.1655834944,32,0
648,Alquiler piso en carrer escorial (l piso reformado en la calle del escorial en Barcelona,La Salut,1050.0,85.0,4,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-reformado_en_la_calle_del_escorial_calle_escorial_l_la_salut-barcelona-i500003060164.htm?pag=691&f=&geo=p&from=list&lo=55,41.4078721,2.1606097,30,0
649,"Alquiler ático  con 3 habitaciones con ascensor, calefacción y aire acondicionado en Barcelona",Esquerra Baixa de l´Eixample,1600.0,95.0,3,2,nan,,,https://www.habitaclia.com/alquiler-atico-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondi_esquerra_baixa_de_l_eixample-barcelona-i5429000000010.htm?pag=688&f=&geo=p&from=list&lo=55,41.38555,2.1586,09,0
650,Alquiler piso maravilloso piso en Pedralbes con piscina en Barcelona,Pedralbes,1895.0,175.0,3,3,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-maravilloso_en_pedralbes_con_piscina_pedralbes-barcelona-i8166003778420.htm?pag=690&f=&geo=p&from=list&lo=55,41.386295,2.112965,21,0
651,Alquiler piso completamente exterior en Raval Barcelona,Raval,695.0,45.0,2,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-completamente_exterior_raval-barcelona-i2875003737131.htm?pag=688&f=&geo=p&from=list&lo=55,41.386450617,2.170344204,01,0
652,Alquiler apartamento acogedor apartamento de un dormitorio en la zona gótica en Barcelona,Dreta de l´Eixample,2420.0,60.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-acogedor_de_un_dormitorio_en_la_zona_gotica_dreta_de_l_eixample-barcelona-i30466000004896.htm?pag=691&f=&geo=p&from=list&lo=55,41.3921038,2.1705451,07,0
653,Alquiler piso lugo 40 (conca de tremp) en Carmel Barcelona,Carmel,700.0,64.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-lugo_40_conca_de_tremp_carmel-barcelona-i36054000000016.htm?pag=688&f=&geo=p&from=list&lo=55,41.423375,2.15618,37,0
654,Alquiler piso muy centrico en Esquerra Baixa de l´Eixample Barcelona,Esquerra Baixa de l´Eixample,1000.0,83.0,3,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-muy_centrico_esquerra_baixa_de_l_eixample-barcelona-i5194001490031.htm?pag=694&f=&geo=p&from=list&lo=55,41.3903585325,2.1578381771,09,0
